GeneID	Influencia_Combinada	Cor_Log2FC_TEA_M_vs_C	log10p_M_vs_Controle	log2FC_F_vs_M_TEA
KCNC3	0.822042145	-1.260700164	1.908672878	0.383384126
KCNE1	1.138868194	1.842221371	1.692910175	-0.435515017
KCNG1	1.0237510155	0.792928517	0.702992297	-1.254573514
KCNJ2	1.424352036	2.504656851	2.00310083	0.344047221
KCNMA1	3.2425012845000003	-3.465504607	1.90869384	3.019497962
KCNQ5	0.542036419	-0.077348384	0.157244452	-1.006724454
KHDRBS3	1.500145276	2.056878927	2.243094354	-0.943411625
KIAA0319	2.0130983319999998	3.949489124	1.698908008	0.07670754
KIAA1614-AS1	0.8481460064999999	1.365103274	2.100724863	-0.331188739
KIAA1841	0.694873562	1.023880054	1.547765184	0.36586707
KIF27	1.0830613685	1.937795284	1.457952552	-0.228327453
KIF4A	1.2121268215	-1.020989152	0.410723678	1.403264491
KLF1	1.222684484	1.92518246	1.537060116	-0.520186508
KLF10	0.596245168	-1.12921869	1.569128592	0.063271646
KLF11	0.9972531680000001	-1.720966258	2.00131336	0.273540078
KLF4	0.8593977455	-1.166903784	1.887203759	0.551891707
KLHDC9	0.9824989734999999	0.224220739	0.292497419	-1.740777208
KLHL33	1.801049102	0.946238732	1.153155948	-2.655859472
KLRK1	0.766532684	1.298027181	2.440897376	-0.235038187
KNOP1	0.675876467	1.105101844	1.659670719	-0.24665109
KPTN	0.652445324	-0.261182633	0.521571767	1.043708015
KRCC1	0.7650520095000001	1.486985272	3.652307784	0.043118747
KRT5	2.691373355	-1.913829493	1.616780353	-3.468917217
KRT72	1.2286126780000002	-1.037576333	1.324344612	-1.419649023
KRT73	1.260087384	-1.319218244	3.624694023	-1.200956524
KRT74	1.214194172	-0.056518704	0.052523771	-2.37186964
KRT81	1.9698501044999999	-1.891279358	1.491318174	2.048420851
KRT8P12	0.9453063635	1.546623318	2.671911158	-0.343989409
KYNU	0.9136222965	-1.268376143	2.304347109	0.55886845
LACTB2	0.5914895685	1.119180739	1.871241564	-0.063798398
LACTB2-AS1	1.443954179	-1.359975337	1.077308458	-1.527933021
LAMB2	0.9640081970000001	-1.747714259	1.867492506	0.180302135
LAMP3	1.256614381	0.083780686	0.059402654	2.429448076
LAMP5	0.8624902265000001	-0.420924354	0.872767606	-1.304056099
LAX1	0.60771514	1.026820974	1.860296071	0.188609306
LBR	0.7900056704999999	1.497549181	1.336116209	-0.08246216
LCMT2	0.6259158555	1.151521155	2.172594945	-0.100310556
LCNL1	1.73614489	-3.200696282	1.789852439	0.271593498
LDLRAD2	0.910068786	-0.581970289	1.192516705	1.238167283
LETM2	1.0645772475	1.903464777	1.829767174	0.225689718
LFNG	0.582139409	1.157812222	1.921690143	-0.006466596
LGALS1	0.9671359310000001	-1.514054124	1.950013462	0.420217738
LGALS12	0.8027460049999999	0.468849199	1.104044277	-1.136642811
LGALS8-AS1	1.8215635099999998	1.287642187	1.334317676	-2.355484833
LGALS9B	2.527510841	-1.451893471	2.008340002	-3.603128211
LGI4	1.743530776	-2.346950656	1.538209016	1.140110896
LIF	2.199770828	-2.320483525	0.961138995	2.079058131
LILRB3	1.0645951375	1.322897518	1.565994288	0.806292757
LIMA1	0.6608646100000001	1.163967726	1.648223659	-0.157761494
LIMD1-AS1	0.9917214729999999	1.776545154	3.182188102	-0.206897792
LIME1	0.656068235	1.058123948	3.080623207	-0.254012522
LINC00189	1.200135684	-0.185376873	0.159045484	2.214894495
LINC00324	0.6894408805	1.045460297	2.282214617	0.333421464
LINC00471	1.318750211	1.318180672	0.941389383	1.31931975
LINC00638	1.050350528	1.706136179	2.781080131	-0.394564877
LINC00659	0.963216341	1.407391085	2.073254573	-0.519041597
LINC00852	1.603150146	-1.927963318	1.484658213	-1.278336974
LINC00861	0.6075555815	1.194989567	2.260419388	0.020121596
LINC00896	1.5933415465	1.794382979	2.024845942	-1.392300114
LINC00899	0.779017483	1.178223598	2.277467332	0.379811368
LINC00910	0.6626819300000001	1.30313267	1.350844007	0.02223119
LINC00921	1.0819801089999999	2.102332786	5.636572819	-0.061627432
LINC01002	1.010168427	2.013211394	1.713994934	0.00712546
LINC01004	0.7115349605	1.260875537	1.452712749	0.162194384
LINC01031	1.836090715	-1.329261209	1.118432475	2.342920221
LINC01132	1.2203187679999998	-0.09956023	0.045115767	2.341077306
LINC01232	1.180905679	1.474806448	3.456987252	0.88700491
LINC01252	1.271832405	-1.459443159	0.954689773	1.084221651
LINC01359	2.199583502	3.867252021	1.305422487	0.531914983
LINC01393	2.2656633675	-2.311476508	1.317035201	2.219850227
LINC01410	1.3788754395	1.966219911	1.413245987	0.791530968
LINC01505	1.098989261	-0.038633453	0.028828665	-2.159345069
LINC01513	1.7198934865	2.746513677	4.047096305	-0.693273296
LINC01547	1.0214259725000001	0.689072762	1.347562859	-1.353779183
LINC01619	1.1526302069999999	-1.947763609	1.816967819	-0.357496805
LINC01664	1.1602294340000001	-1.078213291	0.726519301	1.242245577
LINC01750	1.0213092609999999	-1.33222427	1.315768526	0.710394252
LINC01801	0.8280739535	1.279246389	1.845627713	-0.376901518
LINC01814	1.5632067455	2.915834264	4.944823394	0.210579227
LINC01819	0.971756705	1.314492801	1.469880994	-0.629020609
LINC01869	0.890690195	0.139459269	0.131449776	-1.641921121
LINC01970	1.597276072	-1.659013236	1.776685674	-1.535538908
LINC02062	0.8611873194999999	1.063569089	2.063342946	-0.65880555
LINC02100	1.0507519735	0.131498874	0.0716781	1.970005073
LINC02158	1.7991849285	2.672615473	1.649106697	-0.925754384
LINC02390	2.1747095445	-2.75447108	2.882472329	1.594948009
LINC02605	3.2250019275	-4.228883091	0.758022863	2.221120764
LINC02649	0.9593630285	1.848332669	1.585480999	0.070393388
LINC02656	0.785543678	1.463355164	2.050192997	-0.107732192
LINC02680	1.4838448495	2.484365142	1.36682845	0.483324557
LINC02724	0.573311269	1.035278395	1.696053053	0.111344143
LINC02731	1.0684824365	0.529610327	1.374682932	-1.607354546
LINC02773	2.5265258225	-2.121015401	1.015674012	2.932036244
LINC02803	2.068508296	0.434620942	0.539000098	-3.70239565
LINC02846	0.7905336940000001	1.009796691	1.74651267	-0.571270697
LINC02863	2.6441155965	5.089456286	3.058148031	0.198774907
LINGO2	1.324762111	-1.508687046	1.761801344	-1.140837176
LIPN	0.9719203864999999	1.287163608	1.784012392	-0.656677165
LKAAEAR1	1.851036414	-1.710168035	0.994628136	1.991904793
LMNA	1.0553067435	-1.456795976	2.578355103	0.653817511
LMNTD2-AS1	1.155882147	-1.44824477	1.388803555	0.863519524
LNP1	1.3222163734999999	0.933730709	1.643585708	-1.710702038
LPAR3	1.730574169	-0.965590272	0.490485632	2.495558066
LPAR5	0.8892650634999999	1.414929478	3.166809209	-0.363600649
LPGAT1	0.5560213860000001	1.039941723	1.30987552	0.072101049
LPL	1.231266003	1.881897798	1.583005527	0.580634208
LRFN2	1.548175809	-1.119989368	1.51021394	-1.97636225
LRGUK	1.9478980035000002	-2.367207291	1.871437144	1.528588716
LRIF1	1.1856598090000001	2.145130725	3.400687192	0.226188893
LRMDA	0.6899530515000001	-1.199881044	1.858903248	0.180025059
LRP1	1.371274761	-2.149125443	2.325787386	0.593424079
LRP2BP	1.2090403975	-1.958880507	2.432770213	-0.459200288
LRRC39	1.5455871115000002	-1.575710772	1.633602012	-1.515463451
LRRC61	1.094914156	1.27352078	1.987507926	-0.916307532
LRRK2-DT	1.680776544	3.001939193	2.891179106	0.359613895
LRRN1	1.1780136835	2.284121678	1.617121511	-0.071905689
LRWD1	0.7975291075	1.575188493	1.671476424	-0.019869722
LSM12P1	0.719543299	-1.096934544	1.68581674	0.342152054
LST1	1.091876231	0.627024907	0.550445196	1.556727555
LUCAT1	2.5347333534999996	4.940449649	1.493278342	0.129017058
LUNAR1	2.204729886	3.972635078	1.87677635	-0.436824694
LY6E-DT	1.0037523535	-1.764233556	1.748938423	-0.243271151
LYRM4	0.5399929729999999	-1.039310714	1.826594352	-0.040675232
LYST	0.6689416005	1.076312717	1.799134445	0.261570484
LZTS1	2.5929606434999997	-2.872763402	1.02230881	2.313157885
LZTS3	1.0283349395	-1.410719699	1.817616368	-0.64595018
M1AP	1.2295928825	-1.141375332	0.646721708	1.317810433
MACROD1	1.0152679865	-1.170861384	1.154760329	0.859674589
MAD2L2	0.5447726785	-1.028940741	1.770338024	0.060604616
MAFB	1.4255998559999998	-2.029298059	1.878351939	0.821901653
MAK	1.5653916415	2.741465593	1.824929225	0.38931769
MAMLD1	0.6998428139999999	-0.027857718	0.015366678	1.37182791
MAN1B1-DT	1.1963721170000001	-1.36751976	1.989165731	-1.025224474
MAP1A	0.6723797015	-1.04731276	1.540837134	0.297446643
MAP1LC3A	0.6338199845	1.249398695	1.500548634	0.018241274
MAP3K4-AS1	0.9805954545	-1.244764998	1.696909033	0.716425911
MAP7	2.044817417	2.654034536	1.37301514	-1.435600298
MAPK8IP1	0.6479637955	-1.283217142	1.312712191	0.012710449
MARCHF7	0.6016964714999999	1.161926326	2.093535267	0.041466617
MBD6	0.6481809224999999	1.216243279	1.604938675	-0.080118566
MCF2L2	0.8825141825	-0.665672811	0.782414359	1.099355554
MCM3AP-AS1	0.71186852	1.198578242	1.832414288	-0.225158798
MCOLN3	0.912815748	-0.180597723	0.0938694	1.645033773
MCRIP2	0.5664291175	-1.014883162	1.85805215	-0.117975073
MDS2	0.7821013115	-0.200470105	0.276157112	-1.363732518
ME1	1.3175573525000002	-0.59044524	0.446645823	-2.044669465
MED12L	0.7843229974999999	-0.554688972	0.662253537	1.013957023
MED20	0.658119511	1.010336655	2.484258489	-0.305902367
MED25	0.5651060425000001	1.065004955	1.346325392	0.06520713
MED31	0.85291549	1.287172845	4.145354928	-0.418658135
MEF2C-AS1	0.938622155	1.234291094	1.616770516	0.642953216
MELK	1.1856242865	-0.83120883	0.353335718	1.540039743
MERTK	1.158412433	-1.13002539	0.932950606	1.186799476
METRNL	0.927939694	-1.423178916	1.510024551	-0.432700472
MFAP1	0.663286725	1.167005913	3.004956092	0.159567537
MFAP3	0.662539565	1.133315386	3.197846218	-0.191763744
MFSD4B	0.7684387875	1.308503741	2.411902623	-0.228373834
MGAM	2.2448431920000003	4.190185038	1.423664318	0.299501346
MGAT5B	1.721783223	-2.223716219	1.955857196	1.219850227
MGC16275	0.7378154095	1.006990374	1.449472018	0.468640445
MGLL	1.0476380405	-1.312933887	2.072023538	0.782342194
MGME1	0.599661855	1.011866809	2.352680489	-0.187456901
MGMT	0.7893433025	-0.559964374	1.122577907	-1.018722231
MGP	1.704328222	-2.31401957	1.524377661	1.094636874
MICA	0.584162641	-0.062615718	0.060290149	1.105709564
MIR223HG	1.7478064025	3.318807389	6.337960927	0.176805416
MIR29B2CHG	1.307176484	2.34795955	3.197742259	0.266393418
MIR3174	1.507076696	2.635626189	2.664966049	0.378527203
MIR3176	1.0222536325	1.881754978	1.653030481	0.162752287
MIR320E	1.390915946	2.124349236	1.331272525	-0.657482656
MIR342	1.3212140159999999	1.767740836	1.685198895	-0.874687196
MIR34AHG	1.530207673	-1.840141731	1.577837145	1.220273615
MIR3605	1.3475420705	2.682084498	3.196358494	0.012999643
MIR3609	1.3392492999999999	2.150051165	2.407920398	-0.528447435
MIR4420	1.316292385	-2.31909003	1.715230722	-0.31349474
MIR4518	1.4804265395	2.588702568	3.669235909	-0.372150511
MIR6731	1.1910245435	0.040971781	0.015888987	2.341077306
MIR6753	1.1506418925	1.4826769	1.946649922	0.818606885
MIR6813	1.1150079425000001	2.122084639	3.995695882	-0.107931246
MIR6819	0.974043805	1.253203407	1.972220317	-0.694884203
MIR7111	2.5816843125	-3.35728536	2.034913466	1.806083265
MIR762	1.599286276	-1.576884269	1.312950747	-1.621688283
MIR765	1.1346832515	-0.259957827	0.173081413	2.009408676
MIR7848	0.8378821205	1.263065616	2.355425217	-0.412698625
MIR8075	1.2755299545	-0.744976644	0.363841844	1.806083265
MIRLET7BHG	1.3438376925	2.438292421	1.957884034	-0.249382964
MLYCD	0.526343982	1.002562699	3.384273932	-0.050125265
MMACHC	1.1138791385	2.106335953	2.929606759	-0.121422324
MMP14	1.139462834	-1.515351288	2.544594134	0.76357438
MMP15	0.8698065055	-0.040655979	0.100750802	-1.698957032
MOCS3	0.6938581645	1.375449276	3.869683283	-0.012267053
MOSPD2	1.3631902425	2.135946563	1.314909706	0.590433922
MOXD1	1.466240827	0.419085763	0.367184933	-2.513395891
MPO	1.0844779995	-1.385590694	1.398513533	-0.783365305
MPPED2	0.7672647055	0.074536143	0.053502695	-1.459993268
MPZ	0.8673896	1.499506788	3.952952934	0.235272412
MRAS	1.0937746625	-1.422931094	1.79346913	0.764618231
MRPL21	0.6248855945	-1.085770055	1.393270434	0.164001134
MRPL47	0.6066565905	-1.050308738	1.772597465	0.163004443
MRPL54	0.874463115	-1.266152704	1.807662963	0.482773526
MRPL55	0.608620989	-1.021999725	1.527309716	-0.195242253
MRPS24	1.3707093735	-1.153470635	1.338516253	-1.587948112
MS4A2	0.8616072545	0.351098041	0.220379232	1.372116468
MS4A4A	1.1083525945	-1.135379548	1.309121969	1.081325641
MST1L	0.8469550450000001	-0.143609579	0.090416586	-1.550300511
MT-ATP6	0.917085281	-1.80457578	2.528226548	0.029594782
MT-CO2	0.8396331525	-1.661455029	2.034652808	0.017811276
MT-CO3	0.9445595825	-1.764861062	2.400355848	0.124258103
MT-CYB	0.9274659865	-1.708090585	1.916433665	-0.146841388
MT-ND1	0.9272048665	-1.534297491	1.629450961	-0.320112242
MT-ND2	0.934540877	-1.74034844	2.017832862	-0.128733314
MT-ND3	0.6779684935	-1.348456166	1.675577299	-0.007480821
MT-ND4	0.8283361865	-1.502243708	1.635668808	-0.154428665
MT-TD	2.5970691319999997	-2.673632706	1.391481266	2.520505558
MT-TF	2.9570409134999998	-4.294353908	2.396422991	1.619727919
MT-TT	1.261995327	-1.425807527	1.5648697	-1.098183127
MT1E	1.8972563085	-1.951626333	2.042278341	1.842886284
MT1XP1	1.658909941	-2.698091963	1.359378224	0.619727919
MT2A	1.539233892	-1.493371111	4.087373775	1.585096673
MTATP6P1	0.8836696215000001	-1.719043686	2.314520322	-0.048295557
MTATP6P11	0.8433715884999999	0.677919773	0.717742017	1.008823404
MTCO1P12	0.781054062	-1.535048938	1.821985048	0.027059186
MTCO1P40	0.8059314535	-0.452517838	0.774573873	-1.159345069
MTCO2P12	1.6547138465	-2.931665646	2.699776715	0.377762047
MTCO3P11	1.243294148	0.964573931	1.593917897	1.522014365
MTCO3P12	1.0948588350000001	-2.162033183	2.032915407	0.027684487
MTFMT	0.6840654285000001	1.147606839	1.379147643	-0.220524018
MTFP1	1.2578824235	-1.674923786	1.906244199	-0.840841061
MTG2	0.650453496	1.138709278	1.914172774	-0.162197714
MTHFD1L	0.793253795	-1.14530358	3.355842872	0.44120401
MTMR10	1.564300123	2.254225375	3.707762558	-0.874374871
MTND2P28	0.9242562830000001	-1.78676563	2.256507993	0.061746936
MTND5P11	0.9310774615	-1.627625522	2.047456784	0.234529401
MTND6P4	2.0268089585	-1.848927497	1.20251819	2.20469042
MTSS2	0.9112533705	-1.712901143	1.820155348	0.109605598
MUC16	2.0999278485	-1.529358476	1.225077619	2.670497221
MUC20P1	1.0233580985	-0.190541504	0.082640494	1.856174693
MVB12B	0.754164774	-1.121089656	1.47937942	-0.387239892
MVD	0.9437511489999999	-1.045779283	1.921341097	-0.841723015
MX1	1.6747536669999998	0.284911286	0.237223496	3.064596048
MX2	1.263024707	1.233126217	1.021898405	1.292923197
MXRA8	1.3944520425	-1.670671603	0.412429463	-1.118232482
MYBPC3	0.8247255035	1.31280588	1.388544855	0.336645127
MYCN	1.0599748015000001	-0.029347054	0.029226623	-2.090602549
MYL4	2.258641859	3.514467487	4.499043091	-1.002816231
MYL5	0.7136131455	-1.024746701	1.573608622	-0.40247959
MYLPF	2.014045231	-2.057016858	1.264660608	1.971073604
MYO10	1.330169042	-1.102684292	0.904001766	1.557653792
MZB1	1.4565427725000002	-1.594714404	0.436624392	1.318371141
MZT2B	0.6294922595	-1.041117872	1.391654164	-0.217866647
N6AMT1	0.7071417395	1.041413557	1.97045856	0.372869922
NABP1	1.5210062265	2.646832728	2.151311576	0.395179725
NALT1	0.6504351669999999	1.057857906	2.585428256	0.243012428
NAP1L5	1.1388340945	-1.814413326	1.668965539	-0.463254863
NAT1	0.640419431	1.156439041	3.469792945	0.124399821
NAT8B	1.730830204	-1.586547064	1.126346744	-1.875113344
NBPF1	0.694956502	1.046583435	1.680004877	-0.343329569
NBPF19	1.2234649535	1.885622805	2.966370606	-0.561307102
NCAPG	0.984259273	-0.802464818	0.407119596	1.166053728
NCBP2AS2	0.7283459205	-1.18328847	1.869982002	-0.273403371
NCF1	1.0253130365	1.997851533	1.427249221	0.05277454
NCF1B	1.0627825275	2.100029963	2.074437881	-0.025535092
NCK1-DT	0.6396887594999999	1.033720775	1.641081495	-0.245656744
NCOR2	0.5504175530000001	-1.094656531	1.723822587	0.006178575
NCR1	1.5548600935	0.45097976	0.467172741	-2.658740427
NDUFA4	0.6606444805	-1.071956734	1.980833376	0.249332227
NDUFAF5	0.980817478	-1.676193174	2.149958904	0.285441782
NDUFB2-AS1	0.886690937	-0.196905541	0.233797544	-1.576476333
NDUFV2	1.9369034105	-2.450012804	1.385981554	-1.423794017
NDUFV2P1	1.5486085159999998	-1.796809596	1.636190468	1.300407436
NECAB2	1.8959967034999998	3.711850281	1.436664515	-0.080143126
NECTIN2	1.740901488	-2.456593967	1.258202363	1.025209009
NECTIN3	1.9897669255000001	-1.763011816	1.372339605	2.216522035
NEFL	1.2901847145	-0.651807099	0.374904401	1.92856233
NEGR1	1.5073638665	-0.71913723	0.819627557	-2.295590503
NETO1	2.385456463	-0.867103173	0.27479312	-3.903809753
NEURL1	0.971349699	-1.319487131	1.554749066	0.623212267
NEXN	0.855802008	-0.639077304	1.308747663	1.072526712
NFE2	1.1992362365	2.334825254	1.353163253	-0.063647219
NFKBIZ	1.631573336	-2.581729723	0.801001493	0.681416949
NHLRC4	0.9540361909999999	1.099548158	2.015483989	-0.808524224
NHS	0.920809611	1.16982618	1.307667841	-0.671793042
NHSL1	1.2965295845	-1.738038576	1.303152312	0.855020593
NHSL2	1.134726289	2.001830903	1.774138596	0.267621675
NIBAN2	0.881267848	-1.447933572	1.77190555	0.314602124
NIFK-AS1	0.8314826409999999	1.271488214	1.819549772	-0.391477068
NKILA	0.7401416985	0.202122536	0.169499796	-1.278160861
NKPD1	0.897895618	-1.2698133	2.152290747	-0.525977936
NLRC4	0.8375124939999999	1.451574158	1.827653939	0.22345083
NME1	0.8534250270000001	-1.108051185	0.82762895	0.598798869
NOC2LP2	1.079084986	-0.866100489	0.874062832	1.292069483
NOTCH1	0.679799256	1.133897156	1.411867947	0.225701356
NPB	1.3105697805	1.745910617	1.734482758	-0.875228944
NPEPPSP1	1.619732967	-0.174131049	0.264562294	-3.065334885
NPIPB1P	1.929340013	-2.10256522	1.497128561	1.756114806
NPIPB6	1.61065773	-1.922062715	1.31462377	1.299252745
NPM1P27	0.738126789	-1.466305518	2.773592597	0.00994806
NR1D1	0.8320261765	-1.414000199	1.456482037	-0.250052154
NR4A1	2.8399012719999996	-4.477184122	0.979219955	1.202618422
NRCAM	1.0989287515	0.188216084	0.191067035	-2.009641419
NRIR	1.774907812	-0.64094002	0.517455434	2.908875604
NT5C2	0.6747785075	1.147709088	1.810554774	0.201847927
NT5C3AP2	0.7629710945	-0.497199786	0.347145648	1.028742403
NT5DC2	1.2337556265	-1.603397095	0.994873566	0.864114158
NT5M	0.9506500775	-0.420399184	0.326483294	-1.480900971
NTAN1P2	1.2632547315	0.853988694	0.3614756	1.672520769
NUAK2	0.8134279115	1.471736756	1.400643449	0.155119067
NUDT7	0.8589781915	1.452943309	1.33478407	-0.265013074
NUS1P1	0.81262203	-0.373549503	0.282696935	1.251694557
NUTM2B	1.4717465870000002	-2.080236471	1.693569813	0.863256703
NUTM2HP	0.8917709315	-0.269851184	0.166190717	1.513690679
NXT1	0.531126528	-1.035779403	1.412676776	-0.026473653
NYNRIN	1.3195031744999999	-1.396119108	2.750556275	-1.242887241
OAF	0.5921896135	-1.120175947	1.724770954	0.06420328
OAS1	1.3465782235000001	0.21826405	0.214614286	2.474892397
OAS2	1.1538168795000001	0.282098667	1.033769942	2.025535092
OAS3	1.951853395	-0.463357016	0.86031586	3.440349774
OASL	1.674714523	0.566727199	0.453361011	2.782701847
OBSL1	0.728034427	-1.209515136	1.417307431	0.246553718
ODF3B	1.139041384	-0.835601975	0.987900653	1.442480793
OLFM1	1.2173615734999998	-1.621875612	2.556244816	0.812847535
OLFM2	1.5896265715	2.34061335	1.85067002	-0.838639793
OLFM4	1.699972962	-1.261489498	0.786275486	2.138456426
OLIG1	0.731136571	1.330191634	3.032655325	-0.132081508
OLR1	1.914652829	-2.310592934	0.568074033	1.518712724
OMA1	0.6209366845000001	1.027407119	1.959220497	0.21446625
OR2A1-AS1	1.0584623455	0.116688394	0.064828591	2.000236297
OR52K1	1.858442831	3.088977532	4.249368395	0.62790813
OR52K3P	1.190409209	1.666826722	4.515142953	0.713991696
OR7E140P	1.0780880075	-0.860392171	0.88498887	1.295783844
OR7E38P	0.710833354	0.387053834	0.805286471	-1.034612874
ORAI3	0.5663009335	1.064387748	1.331979682	-0.068214119
ORC1	1.0813622585	-1.511288161	1.063616993	0.651436356
ORM1	1.181369193	0.631506675	0.227727455	1.731231711
OSER1-DT	0.6369802975000001	1.251641347	1.775962361	0.022319248
OXT	0.9342102495	0.589810084	0.755696668	-1.278610415
P2RX6	1.1629920575000001	1.537241432	1.606459482	-0.788742683
P2RY13	1.4394585945	2.67451997	1.480293399	0.204397219
P2RY14	1.197532212	2.121434829	4.485578019	0.273629595
PABPC3	1.317212857	-1.781809782	2.685362009	0.852615932
PADI2	0.814653018	1.509635805	2.018280896	0.119670231
PAGE2B	1.6152081915	2.541350081	2.781340102	-0.689066302
PAN3-AS1	1.4810964565	2.009568769	3.386461553	-0.952624144
PANK2-AS1	0.8913575245	1.657667409	2.257007443	0.12504764
PAPLN	0.8715918095	-1.314518568	1.76480524	0.428665051
PAQR8	1.2275794805	1.740057832	2.131465355	-0.715101129
PARD6G	2.3645622360000003	-3.109582719	1.543921798	1.619541753
PARP12	0.6372596835000001	-0.07089315	0.269310698	1.203626217
PARP14	1.0031493695	0.678406621	2.261263981	1.327892118
PARP9	1.107210879	0.902929116	1.280907769	1.311492642
PARS2	1.368791126	2.314238189	4.313518505	-0.423344063
PARVB	0.5365798455	-1.046158436	1.88788112	-0.027001255
PC	0.755772166	-1.268770725	2.117013743	0.242773607
PCDHGA6	0.9191934415	-0.635596148	0.431625997	1.202790735
PCDHGB6	2.4998004935	-2.415233208	1.263484691	2.584367779
PCNPP1	0.9783025439999999	-1.24739987	1.33694018	0.709205218
PCOLCE2	1.9856463855	-1.128397029	0.6437964	2.842895742
PCSK4	0.6709511454999999	-1.010818968	1.729448385	0.331083323
PDCD1LG2	1.269807772	0.010049681	0.00552082	2.529565863
PDE4DIPP6	0.9195212689999999	1.335730521	1.35061157	0.503312017
PDE7B	1.184236898	-0.679346529	0.72862157	-1.689127267
PDLIM1P4	1.0870117394999999	2.068288778	2.537380401	0.105734701
PDZD3	1.0223748504999999	1.586891412	1.431150512	-0.457858289
PEG13	0.728924052	-0.390004057	1.047033144	-1.067844047
PER1	1.925162464	-3.67285333	1.442205428	-0.177471598
PEX11A	0.7341950895	1.332156443	2.375442809	-0.136233736
PEX11G	1.3618101725	-0.870551352	0.714637782	1.853068993
PEX12	1.1315811635	1.843504799	1.58233957	0.419657528
PFDN4	1.0392466704999999	-1.126838957	2.06181857	0.951654384
PFKP-DT	1.3855231375	-0.985158546	0.869367076	1.785887729
PGAM1P8	1.043766662	1.176079743	1.775120955	-0.911453581
PGBD2	0.8980659915	1.364262575	1.415144461	-0.431869408
PGM2	0.8575976395	1.527992131	1.451167216	0.187203148
PHF23	0.6452693134999999	1.234266747	1.437625533	-0.05627188
PHKA1	2.3163516494999996	-2.090924977	2.032010665	2.541778322
PHOSPHO1	2.1832634005	3.942657735	1.581896601	-0.423869066
PI4K2A	0.7423899644999999	-1.315048813	1.743166942	-0.169731116
PI4KAP1	1.0342159100000001	-0.545651575	0.450152035	1.522780245
PIGM	0.6165115480000001	1.208795035	2.366902491	0.024228061
PIGV	0.7006317830000001	1.316593609	3.577149904	0.084669957
PIGZ	0.6487825155	-1.134609272	1.926652816	0.162955759
PIK3IP1-DT	0.5518546125	-1.011643237	2.022622549	0.092065988
PIK3R1	0.8692150485000001	-1.597386216	1.488251809	0.141043881
PIK3R6	0.7799028765	1.240960129	2.660023515	-0.318845624
PILRB	0.68036399	-0.208314468	0.118675478	1.152413512
PISD	0.883790093	1.717680234	1.377589663	0.049899952
PIWIL2	1.1861665239999999	-0.77927534	0.780837479	-1.593057708
PKD1P1	0.9669173675	-1.194696521	1.342159883	0.739138214
PKN2	0.7678503015	1.219734066	2.289994243	0.315966537
PLA2G4A	0.6479988295	1.165599313	3.059433254	0.130398346
PLA2G4B	0.7273890855	0.265094239	0.339709475	1.189683932
PLAAT2	2.4593359835	-2.282723086	0.436957201	2.635948881
PLBD1-AS1	0.905818703	1.489157084	1.498181388	-0.322480322
PLBD2	0.782324821	-1.118202513	2.650169576	0.446447129
PLCD1	0.6605993714999999	-1.202940403	1.107709648	0.11825834
PLD3	0.6161566359999999	-1.042579789	1.876937974	0.189733483
PLD4	0.7165623395	-1.056931996	2.395238235	-0.376192683
PLEKHG3	1.04198496	1.723268338	2.19635553	-0.360701582
PLEKHH2	1.8416168645	-1.498579882	0.707011872	2.184653847
PLS3	0.561729191	-0.099402598	0.093683556	1.024055784
PLSCR1	0.8988022855	-0.334250032	0.366347366	1.463354539
PLXNB2	1.0023915214999999	-1.520111356	2.279350507	0.484671687
PLXND1	0.7171910175	-1.366898438	1.746984111	0.067483597
PMS2P5	0.9349886395	0.591366864	0.784321831	-1.278610415
PNPT1	0.52960292	-0.018223796	0.044197779	1.040982044
POMC	1.9656725064999998	-0.788788327	0.90445235	-3.142556686
POP1	0.720638275	1.297669268	2.635433232	0.143607282
PPCDC	0.792166692	1.393730396	2.36230165	0.190602988
PPIAL4H	1.0597913685	-0.39071235	0.147101799	1.728870387
PPIAP29	1.3249058825	2.39357702	1.843415838	0.256234745
PPIAP4	1.4689871935	1.686626007	2.968813636	1.25134838
PPIAP45	3.8210232365000003	-3.226089799	2.542403405	4.415956674
PPM1F	0.6873674325000001	1.159560445	1.584149239	-0.21517442
PPP1R14A	1.398249496	-1.28147331	1.273055861	-1.515025682
PPP1R16B	0.5633499355	-1.122412513	1.323253656	-0.004287358
PPP1R2B	1.1345036825	-0.862065073	0.81964249	1.406942292
PPP1R3D	0.9447375995	1.825764127	1.577601239	0.063711072
PPP1R9A	0.8397716465	-0.629391089	0.436686341	-1.050152204
PPP2R3A	1.997742497	0.870143442	1.406441015	-3.125341552
PRADC1	0.810877678	-1.150880828	1.628721251	0.470874528
PRDM16	1.265796087	-1.669657347	0.436019678	0.861934827
PRELID1P6	1.3702321295000002	-1.246769816	1.099100011	1.493694443
PREPL	0.6448845415	1.11996736	1.54204776	0.169801723
PRF1	0.986346327	-1.090955536	2.274908942	-0.881737118
PRKAR1A	0.6387752409999999	1.039654323	1.509467241	-0.237896159
PRLR	0.8000370285	-0.523734387	0.438101493	1.07633967
PROCA1	0.6177495740000001	1.05947202	2.784109223	-0.176027128
PROCR	1.2620905095	0.254799506	0.269679563	-2.269381513
PROSER2	0.9233537510000001	-0.635176359	1.451381971	-1.211531143
PROX2	1.4323814095	0.420645767	0.47494652	-2.444117052
PRSS33	3.3618447320000002	5.312454158	2.216585062	-1.411235306
